id_estudiante,nombre,apellido,edad,ciudad,correo,telefono,promedio,estado_solicitud,fecha_registro,programa,modalidad,creditos_aprobados,beca,ingresos
225,Valentina,Martinez,38.0,Medellin,,6011234567,3.67,Aprobado,2025-01-15,Fisica,Virtual,,No,6546608.0
226,Juan,Rodriguez,38.0,Bucaramanga,juan.rodriguez@mail.com,3001234567,2.45,Rechazado,2025-01-15,Fisica,Presencial,,No,8789281.0
227,Carlos,Gomez,38.0,Cali,carlos.gomez@mail.com,3001234567,3.28,Aprobado,2025-03-20,Doctorado,Presencial,,No,
228,Maria,Hernandez,38.0,Bogota,,,3.67,En Proceso,2025-01-15,Doctorado,Virtual,,No,1983923.0
229,Andres,Torres,38.0,Bogota,andres.torres@mail.com,6011234567,3.67,En Proceso,2025-03-20,Matematicas,Virtual,56.0,No,
230,Juan,Martinez,38.0,Bogota,,,3.67,Rechazado,2025-02-15,Fisica,Virtual,107.0,No,
231,Jorge,Torres,38.0,Bogota,,,3.67,Rechazado,2025-01-15,Ingenieria,Presencial,,No,7765865.0
232,Camila,Torres,38.0,Bogota,,3001234567,3.67,En Proceso,,Fisica,Virtual,,Si,
233,Juan,Rodriguez,38.0,Medellin,,,3.67,Rechazado,,Ingenieria,Virtual,,No,
234,Valentina,Torres,38.0,Bucaramanga,,3001234567,3.67,Rechazado,2025-04-01,Ingenieria,Hibrida,89.0,Si,1768029.0
235,Carlos,Castro,38.0,Medellin,,,3.67,Pendiente,,Fisica,Hibrida,,Si,
236,Maria,Torres,38.0,Bogota,maria.torres@mail.com,,4.89,En Proceso,2025-02-15,Doctorado,Presencial,,No,
237,Maria,Castro,38.0,Cali,,,3.67,Pendiente,2025-04-01,Ingenieria,Virtual,,Si,3237608.0
238,Valentina,Garcia,38.0,Cali,,6011234567,3.67,Pendiente,,Fisica,Hibrida,,Si,
239,Luisa,Rodriguez,38.0,Bucaramanga,,,3.67,Rechazado,2025-02-15,Doctorado,Virtual,66.0,Si,
240,Juan,Gomez,38.0,Bogota,,6011234567,3.67,Aprobado,2025-01-15,Fisica,Hibrida,96.0,No,
241,Valentina,Martinez,38.0,Barranquilla,,3001234567,3.67,En Proceso,2025-03-20,Matematicas,Virtual,70.0,Si,
242,Ana,Torres,38.0,Medellin,,,4.33,Pendiente,2025-04-01,Fisica,Virtual,22.0,No,7328336.0
243,Pedro,Garcia,38.0,Medellin,,3001234567,3.67,Pendiente,,Ingenieria,Presencial,,Si,
244,Luisa,Rodriguez,38.0,Medellin,luisa.rodriguez@mail.com,,3.67,Pendiente,2025-03-20,Matematicas,Presencial,,No,4711087.0
245,Luisa,Hernandez,38.0,Bucaramanga,luisa.hernandez@mail.com,3001234567,3.67,Rechazado,2025-04-01,Matematicas,Presencial,,No,7398370.0
246,Pedro,Garcia,38.0,Cali,,,3.67,Aprobado,,Ingenieria,Presencial,65.0,Si,2609881.0
247,Jorge,Gomez,56.0,Medellin,,3001234567,4.01,Pendiente,2025-03-20,Fisica,Virtual,,Si,
248,Juan,Rodriguez,20.0,Bogota,juan.rodriguez@mail.com,,3.67,Pendiente,2025-01-15,Ingenieria,Virtual,,No,
249,Andres,Rodriguez,50.0,Bogota,andres.rodriguez@mail.com,3001234567,3.67,Rechazado,2025-04-01,Fisica,Virtual,,Si,
250,Andres,Castro,58.0,Bucaramanga,,,2.47,Rechazado,,Fisica,Presencial,,Si,
251,Carlos,Rodriguez,18.0,Barranquilla,,6011234567,3.61,Rechazado,2025-03-20,Ingenieria,Virtual,,No,
252,Ana,Rodriguez,38.0,Bogota,,,3.67,Aprobado,2025-03-20,Ingenieria,Virtual,,Si,
253,Carlos,Martinez,38.0,Bogota,,,3.67,Rechazado,2025-02-15,Fisica,Hibrida,,No,
254,Juan,Hernandez,38.0,Barranquilla,,,3.67,En Proceso,2025-01-15,Matematicas,Virtual,,Si,
255,Carlos,Rodriguez,38.0,Medellin,carlos.rodriguez@mail.com,3001234567,3.67,Aprobado,,Doctorado,Presencial,,Si,4569531.0
256,Pedro,Torres,38.0,Cali,,6011234567,3.67,En Proceso,2025-02-15,Fisica,Presencial,,Si,9424968.0
257,Valentina,Lopez,38.0,Bucaramanga,,,3.67,Rechazado,2025-02-15,Ingenieria,Presencial,29.0,No,
258,Juan,Martinez,38.0,Barranquilla,juan.martinez@mail.com,3001234567,3.67,Rechazado,2025-04-01,Ingenieria,Presencial,,Si,
259,Luisa,Rodriguez,38.0,Barranquilla,,,4.92,Rechazado,2025-02-15,Matematicas,Virtual,,Si,8380275.0
260,Maria,Garcia,38.0,Bogota,maria.garcia@mail.com,6011234567,3.67,En Proceso,,Doctorado,Hibrida,,Si,9036641.0
261,Carlos,Castro,38.0,Bogota,,6011234567,3.67,Aprobado,2025-04-01,Fisica,Presencial,,Si,
262,Valentina,Gomez,38.0,Bogota,,,3.67,Pendiente,2025-02-15,Ingenieria,Virtual,,No,
263,Luisa,Torres,38.0,Bogota,,3001234567,3.67,Aprobado,2025-04-01,Ingenieria,Presencial,,No,2615622.0
264,Valentina,Gomez,38.0,Bogota,,,3.67,Aprobado,2025-02-15,Doctorado,Virtual,47.0,No,
265,Camila,Castro,38.0,Bogota,,6011234567,3.67,Aprobado,2025-01-15,Ingenieria,Presencial,,No,
266,Valentina,Rodriguez,49.0,Barranquilla,,,3.67,Rechazado,2025-04-01,Ingenieria,Presencial,,No,
267,Valentina,Hernandez,38.0,Barranquilla,,6011234567,3.67,Rechazado,2025-04-01,Fisica,Presencial,,No,
268,Carlos,Rodriguez,38.0,Bogota,,,3.67,Aprobado,,Ingenieria,Virtual,102.0,Si,
269,Andres,Rodriguez,38.0,Medellin,andres.rodriguez@mail.com,,3.67,En Proceso,2025-04-01,Fisica,Presencial,91.0,Si,
270,Camila,Gomez,38.0,Medellin,,,3.67,Pendiente,2025-03-20,Fisica,Virtual,30.0,Si,3641484.0
271,Andres,Hernandez,38.0,Barranquilla,andres.hernandez@mail.com,3001234567,3.67,Aprobado,2025-02-15,Fisica,Hibrida,,Si,
272,Camila,Castro,52.0,Medellin,camila.castro@mail.com,,3.67,Aprobado,2025-04-01,Fisica,Hibrida,,Si,
273,Andres,Torres,38.0,Bucaramanga,andres.torres@mail.com,,3.67,Aprobado,2025-04-01,Ingenieria,Virtual,,No,
274,Luisa,Gomez,38.0,Medellin,,3001234567,3.67,Pendiente,2025-02-15,Matematicas,Hibrida,,Si,
275,Camila,Martinez,38.0,Medellin,,,2.62,Rechazado,2025-01-15,Ingenieria,Virtual,117.0,Si,
276,Jorge,Gomez,38.0,Cali,,,3.67,Pendiente,,Doctorado,Presencial,,Si,3151610.0
277,Andres,Torres,50.0,Cali,,,3.67,Aprobado,2025-02-15,Fisica,Presencial,40.0,No,
278,Andres,Rodriguez,38.0,Medellin,,,3.67,En Proceso,2025-04-01,Fisica,Hibrida,,Si,8112581.0
279,Luisa,Hernandez,38.0,Bucaramanga,,3001234567,2.54,Rechazado,2025-02-15,Doctorado,Presencial,,No,4289394.0
280,Camila,Gomez,38.0,Bucaramanga,,,3.67,Rechazado,2025-02-15,Ingenieria,Presencial,50.0,Si,3740422.0
281,Pedro,Torres,56.0,Bucaramanga,,,3.67,Rechazado,,Ingenieria,Virtual,,No,
282,Jorge,Lopez,38.0,Cali,,3001234567,3.67,En Proceso,2025-03-20,Fisica,Hibrida,,No,
283,Andres,Castro,20.0,Bogota,,,3.67,Rechazado,,Fisica,Virtual,,Si,
284,Jorge,Torres,38.0,Bogota,,,4.56,Aprobado,,Ingenieria,Presencial,13.0,No,
285,Juan,Gomez,38.0,Bogota,,3001234567,3.67,En Proceso,2025-02-15,Ingenieria,Presencial,,No,
286,Carlos,Lopez,17.0,Cali,,,3.67,Rechazado,,Fisica,Virtual,,No,
287,Andres,Garcia,38.0,Medellin,,,3.67,En Proceso,2025-03-20,Ingenieria,Presencial,1.0,Si,9779789.0
288,Pedro,Torres,50.0,Bucaramanga,,3001234567,3.67,En Proceso,2025-04-01,Doctorado,Hibrida,101.0,No,7268704.0
289,Jorge,Castro,38.0,Bogota,,,3.67,Pendiente,2025-03-20,Ingenieria,Virtual,,No,
290,Pedro,Garcia,38.0,Bogota,pedro.garcia@mail.com,,3.67,En Proceso,2025-01-15,Ingenieria,Presencial,,No,1325400.0
291,Jorge,Gomez,27.0,Medellin,,3001234567,3.67,Pendiente,2025-03-20,Ingenieria,Presencial,,Si,
292,Camila,Hernandez,45.0,Cali,camila.hernandez@mail.com,,2.24,En Proceso,2025-01-15,Ingenieria,Presencial,,No,
293,Maria,Martinez,38.0,Medellin,,,4.21,Aprobado,2025-01-15,Fisica,Presencial,,No,6420100.0
294,Jorge,Rodriguez,38.0,Medellin,,3001234567,2.6,Pendiente,2025-01-15,Fisica,Virtual,,Si,
295,Andres,Martinez,16.0,Bucaramanga,,3001234567,4.07,Pendiente,2025-03-20,Ingenieria,Virtual,,Si,2007511.0
296,Carlos,Rodriguez,38.0,Medellin,,,3.67,Pendiente,2025-04-01,Ingenieria,Virtual,,Si,5205984.0
297,Camila,Garcia,38.0,Medellin,,,3.67,En Proceso,2025-03-20,Ingenieria,Presencial,,No,
298,Jorge,Hernandez,45.0,Barranquilla,,,4.2,Pendiente,2025-03-20,Ingenieria,Virtual,,No,
299,Luisa,Castro,38.0,Bogota,luisa.castro@mail.com,3001234567,3.67,Pendiente,2025-01-15,Ingenieria,Virtual,,No,4214793.0
300,Valentina,Castro,38.0,Medellin,valentina.castro@mail.com,3001234567,2.15,Pendiente,2025-04-01,Fisica,Virtual,59.0,Si,
301,Luisa,Gomez,38.0,Bogota,luisa.gomez@mail.com,6011234567,3.67,Aprobado,2025-02-15,Ingenieria,Presencial,,No,
302,Valentina,Lopez,38.0,Barranquilla,,,3.67,En Proceso,2025-02-15,Ingenieria,Presencial,,No,
303,Jorge,Torres,38.0,Cali,,,3.67,Pendiente,2025-04-01,Fisica,Presencial,,No,
304,Andres,Gomez,38.0,Bogota,andres.gomez@mail.com,,3.67,Pendiente,,Ingenieria,Hibrida,,Si,
305,Valentina,Lopez,22.0,Bucaramanga,,,3.07,Pendiente,2025-01-15,Ingenieria,Hibrida,,Si,
306,Luisa,Torres,38.0,Bogota,luisa.torres@mail.com,,3.67,En Proceso,2025-02-15,Ingenieria,Virtual,,Si,7988074.0
307,Valentina,Gomez,38.0,Bogota,,,2.91,Pendiente,,Ingenieria,Presencial,19.0,No,
308,Valentina,Rodriguez,38.0,Medellin,,,4.36,Aprobado,2025-04-01,Matematicas,Presencial,,Si,5404991.0
309,Jorge,Castro,38.0,Bogota,,,3.44,Pendiente,2025-03-20,Fisica,Presencial,31.0,No,
310,Valentina,Rodriguez,38.0,Barranquilla,,,3.1,Aprobado,2025-01-15,Doctorado,Hibrida,,No,
311,Ana,Martinez,38.0,Bogota,ana.martinez@mail.com,3001234567,4.27,Pendiente,2025-04-01,Fisica,Presencial,,Si,
312,Camila,Gomez,38.0,Medellin,,,3.67,En Proceso,2025-01-15,Fisica,Presencial,48.0,Si,5285846.0
313,Pedro,Martinez,38.0,Medellin,pedro.martinez@mail.com,3001234567,3.67,En Proceso,2025-04-01,Fisica,Hibrida,110.0,Si,
314,Ana,Castro,48.0,Cali,ana.castro@mail.com,6011234567,3.67,Pendiente,2025-03-20,Fisica,Virtual,,Si,
315,Camila,Castro,26.0,Cali,,6011234567,3.67,Rechazado,2025-03-20,Doctorado,Virtual,,Si,
316,Ana,Lopez,38.0,Bogota,,,3.67,Pendiente,2025-02-15,Fisica,Presencial,,No,
317,Ana,Lopez,38.0,Medellin,,,3.67,Pendiente,2025-01-15,Fisica,Presencial,40.0,No,
318,Carlos,Hernandez,25.0,Cali,,,3.67,En Proceso,2025-02-15,Fisica,Hibrida,,No,2791327.0
319,Juan,Garcia,38.0,Medellin,juan.garcia@mail.com,,3.79,Aprobado,2025-04-01,Fisica,Virtual,,No,7273997.0
320,Camila,Torres,38.0,Medellin,camila.torres@mail.com,,3.67,En Proceso,2025-04-01,Ingenieria,Presencial,,No,
321,Luisa,Torres,38.0,Barranquilla,,,3.67,En Proceso,2025-01-15,Fisica,Presencial,66.0,Si,
322,Ana,Castro,38.0,Barranquilla,ana.castro@mail.com,6011234567,3.67,Rechazado,2025-04-01,Matematicas,Virtual,,Si,8740121.0
323,Pedro,Gomez,38.0,Bogota,,3001234567,3.67,Aprobado,2025-01-15,Ingenieria,Presencial,,No,
324,Carlos,Torres,38.0,Bucaramanga,,3001234567,3.67,Aprobado,2025-02-15,Ingenieria,Virtual,,Si,
325,Andres,Castro,38.0,Cali,,6011234567,3.67,Pendiente,2025-02-15,Ingenieria,Virtual,,No,
326,Maria,Lopez,28.0,Medellin,,,3.67,Aprobado,2025-04-01,Fisica,Virtual,,No,
327,Maria,Gomez,38.0,Medellin,,3001234567,3.67,Pendiente,,Ingenieria,Virtual,,Si,
328,Valentina,Garcia,37.0,Bogota,,,2.33,Pendiente,2025-03-20,Matematicas,Presencial,119.0,Si,
329,Luisa,Castro,38.0,Bogota,luisa.castro@mail.com,,2.88,Rechazado,,Fisica,Virtual,,No,1976175.0
330,Jorge,Rodriguez,38.0,Medellin,,,3.67,Rechazado,,Ingenieria,Presencial,,No,9262853.0
331,Ana,Garcia,28.0,Bogota,ana.garcia@mail.com,6011234567,3.67,En Proceso,2025-02-15,Matematicas,Virtual,,Si,
332,Pedro,Garcia,38.0,Medellin,pedro.garcia@mail.com,3001234567,3.67,Rechazado,2025-03-20,Ingenieria,Virtual,,Si,
333,Camila,Torres,38.0,Bucaramanga,,,3.67,En Proceso,2025-02-15,Fisica,Virtual,,Si,9990666.0
334,Valentina,Hernandez,38.0,Bogota,,,2.84,Pendiente,2025-03-20,Fisica,Presencial,23.0,No,
335,Juan,Garcia,42.0,Bucaramanga,,,3.67,Pendiente,2025-01-15,Fisica,Hibrida,,No,1627384.0
336,Camila,Gomez,38.0,Bogota,,,3.67,Pendiente,,Doctorado,Virtual,26.0,No,
337,Maria,Gomez,35.0,Bogota,maria.gomez@mail.com,,3.0,Rechazado,2025-02-15,Ingenieria,Presencial,,Si,6383479.0
338,Pedro,Garcia,38.0,Bucaramanga,,6011234567,3.67,Rechazado,2025-02-15,Ingenieria,Virtual,,Si,
339,Pedro,Martinez,26.0,Medellin,,3001234567,3.67,Pendiente,2025-04-01,Ingenieria,Virtual,,Si,1902612.0
340,Andres,Lopez,38.0,Bucaramanga,,6011234567,3.67,Aprobado,2025-03-20,Doctorado,Virtual,,No,
341,Camila,Torres,38.0,Bogota,,,3.67,En Proceso,2025-04-01,Ingenieria,Hibrida,,Si,1507747.0
342,Maria,Hernandez,38.0,Bogota,,,3.67,Aprobado,2025-04-01,Matematicas,Virtual,71.0,Si,
343,Andres,Castro,38.0,Medellin,,3001234567,3.67,Rechazado,2025-02-15,Ingenieria,Presencial,,No,
344,Carlos,Rodriguez,38.0,Bogota,,,3.67,Aprobado,2025-01-15,Doctorado,Virtual,,No,
345,Valentina,Castro,38.0,Bogota,valentina.castro@mail.com,6011234567,2.27,Pendiente,2025-03-20,Matematicas,Presencial,,Si,4282741.0
346,Pedro,Garcia,38.0,Bogota,,6011234567,3.67,Rechazado,2025-01-15,Ingenieria,Hibrida,,Si,
347,Ana,Castro,38.0,Barranquilla,,,3.67,En Proceso,2025-02-15,Matematicas,Presencial,,No,8967020.0
348,Jorge,Castro,38.0,Bogota,,6011234567,3.67,Aprobado,2025-01-15,Ingenieria,Virtual,,No,8327199.0
349,Carlos,Castro,38.0,Barranquilla,,,3.67,En Proceso,2025-04-01,Matematicas,Hibrida,,No,
350,Ana,Garcia,38.0,Cali,,,2.1,Aprobado,2025-01-15,Fisica,Virtual,,Si,
351,Jorge,Rodriguez,38.0,Bogota,,,3.67,Aprobado,,Ingenieria,Presencial,,Si,
352,Luisa,Castro,38.0,Medellin,,,3.67,Rechazado,,Ingenieria,Virtual,73.0,No,
353,Juan,Garcia,47.0,Bogota,,6011234567,3.67,Rechazado,2025-02-15,Ingenieria,Hibrida,94.0,Si,
354,Camila,Hernandez,38.0,Medellin,camila.hernandez@mail.com,,3.67,Aprobado,2025-02-15,Ingenieria,Presencial,,No,
355,Camila,Lopez,38.0,Cali,camila.lopez@mail.com,3001234567,3.67,Pendiente,2025-04-01,Matematicas,Virtual,,No,9934217.0
356,Andres,Torres,38.0,Barranquilla,,,3.67,Aprobado,2025-03-20,Ingenieria,Presencial,,Si,
357,Pedro,Rodriguez,38.0,Barranquilla,,,3.67,Pendiente,2025-01-15,Fisica,Hibrida,40.0,No,1142206.0
358,Andres,Rodriguez,49.0,Bucaramanga,,,3.67,Pendiente,2025-01-15,Ingenieria,Virtual,,Si,
359,Maria,Lopez,38.0,Bogota,,,3.67,Rechazado,2025-03-20,Matematicas,Virtual,,No,
360,Pedro,Lopez,38.0,Bogota,pedro.lopez@mail.com,,3.67,Rechazado,2025-04-01,Ingenieria,Virtual,,Si,7587312.0
361,Maria,Lopez,38.0,Medellin,,,3.84,Aprobado,2025-04-01,Ingenieria,Virtual,,Si,8480659.0
362,Carlos,Gomez,38.0,Medellin,,,3.67,Aprobado,2025-02-15,Fisica,Virtual,,No,
363,Juan,Castro,38.0,Bogota,,,3.67,En Proceso,2025-03-20,Ingenieria,Virtual,,Si,
364,Ana,Lopez,51.0,Barranquilla,,3001234567,3.67,Rechazado,2025-02-15,Matematicas,Virtual,,No,3347853.0
365,Juan,Martinez,38.0,Bogota,,,3.67,En Proceso,2025-01-15,Ingenieria,Virtual,,Si,
366,Ana,Torres,38.0,Bogota,ana.torres@mail.com,3001234567,4.22,Pendiente,2025-02-15,Matematicas,Virtual,116.0,No,
367,Juan,Lopez,56.0,Medellin,,,4.46,Pendiente,,Doctorado,Presencial,104.0,Si,
368,Valentina,Martinez,38.0,Barranquilla,,,3.67,Aprobado,2025-02-15,Fisica,Presencial,,No,
369,Luisa,Rodriguez,38.0,Bogota,,,4.27,Pendiente,2025-01-15,Matematicas,Presencial,17.0,Si,7310431.0
370,Camila,Rodriguez,16.0,Bogota,,,3.67,En Proceso,2025-04-01,Fisica,Presencial,,No,
371,Ana,Lopez,55.0,Bogota,ana.lopez@mail.com,,3.67,Rechazado,,Matematicas,Virtual,24.0,No,9895263.0
372,Luisa,Martinez,38.0,Medellin,,,2.16,En Proceso,2025-04-01,Ingenieria,Presencial,,Si,5782589.0
373,Pedro,Hernandez,38.0,Bogota,,6011234567,2.31,Aprobado,,Matematicas,Presencial,,Si,
374,Luisa,Castro,38.0,Medellin,,3001234567,3.67,Pendiente,,Fisica,Virtual,,No,
375,Camila,Gomez,38.0,Medellin,,,3.67,Rechazado,2025-03-20,Ingenieria,Virtual,,No,5524723.0
376,Carlos,Gomez,38.0,Bogota,,,2.84,En Proceso,,Ingenieria,Hibrida,,No,
377,Carlos,Martinez,38.0,Bucaramanga,,,4.59,Rechazado,2025-02-15,Ingenieria,Virtual,,No,
378,Valentina,Lopez,52.0,Barranquilla,,,4.94,Aprobado,2025-02-15,Matematicas,Presencial,61.0,No,
379,Maria,Gomez,38.0,Medellin,,3001234567,3.67,Aprobado,2025-04-01,Matematicas,Hibrida,,No,
380,Carlos,Castro,38.0,Bucaramanga,carlos.castro@mail.com,,4.11,Rechazado,2025-01-15,Fisica,Virtual,,Si,
381,Valentina,Hernandez,38.0,Cali,,,4.66,En Proceso,2025-02-15,Fisica,Virtual,,Si,
382,Carlos,Hernandez,38.0,Bogota,,6011234567,3.67,Rechazado,2025-03-20,Ingenieria,Hibrida,35.0,No,
383,Camila,Torres,38.0,Bogota,,,3.67,Rechazado,2025-04-01,Doctorado,Virtual,,No,2464797.0
384,Carlos,Garcia,20.0,Bogota,,,3.67,Pendiente,2025-03-20,Doctorado,Presencial,,Si,
385,Andres,Torres,57.0,Medellin,,,2.57,Rechazado,,Matematicas,Presencial,,Si,
386,Jorge,Torres,38.0,Bogota,,,3.67,Pendiente,2025-03-20,Matematicas,Hibrida,98.0,Si,
387,Camila,Lopez,38.0,Medellin,,6011234567,2.55,Pendiente,2025-03-20,Ingenieria,Virtual,,Si,
388,Carlos,Martinez,51.0,Cali,,,4.93,Pendiente,2025-02-15,Fisica,Hibrida,117.0,Si,
389,Camila,Hernandez,25.0,Cali,,,3.67,Pendiente,2025-02-15,Doctorado,Presencial,43.0,No,9035971.0
390,Jorge,Rodriguez,35.0,Barranquilla,,,3.85,Aprobado,2025-01-15,Ingenieria,Virtual,,No,5662844.0
391,Maria,Torres,59.0,Barranquilla,maria.torres@mail.com,,3.67,En Proceso,2025-03-20,Ingenieria,Virtual,,Si,
392,Luisa,Garcia,38.0,Bogota,,,3.67,Rechazado,2025-03-20,Ingenieria,Virtual,17.0,No,3409867.0
393,Camila,Hernandez,38.0,Barranquilla,,,3.67,Pendiente,,Fisica,Virtual,,No,
394,Camila,Gomez,38.0,Medellin,,6011234567,3.67,Aprobado,2025-03-20,Doctorado,Virtual,,No,8927925.0
395,Andres,Lopez,38.0,Bogota,,3001234567,3.67,Rechazado,2025-01-15,Fisica,Virtual,,No,
396,Luisa,Gomez,38.0,Bogota,,,3.67,Pendiente,2025-03-20,Ingenieria,Hibrida,,Si,
397,Jorge,Rodriguez,38.0,Bogota,,,3.67,Rechazado,,Doctorado,Hibrida,,Si,
398,Luisa,Lopez,38.0,Medellin,,,3.67,Pendiente,,Ingenieria,Presencial,,No,
399,Jorge,Rodriguez,38.0,Bogota,jorge.rodriguez@mail.com,,2.35,Rechazado,2025-02-15,Ingenieria,Hibrida,,No,
400,Pedro,Gomez,38.0,Bogota,,,4.57,Pendiente,2025-04-01,Ingenieria,Presencial,54.0,Si,2304181.0
401,Andres,Gomez,28.0,Bogota,andres.gomez@mail.com,,3.67,Aprobado,,Ingenieria,Virtual,38.0,Si,2619061.0
402,Ana,Martinez,38.0,Bogota,,,3.67,Rechazado,2025-01-15,Ingenieria,Presencial,64.0,No,
403,Jorge,Martinez,38.0,Bogota,jorge.martinez@mail.com,3001234567,3.67,Pendiente,2025-01-15,Fisica,Virtual,,Si,
404,Carlos,Hernandez,38.0,Medellin,carlos.hernandez@mail.com,,3.67,Aprobado,2025-01-15,Matematicas,Virtual,,No,
405,Maria,Hernandez,47.0,Barranquilla,,,3.67,Pendiente,2025-04-01,Fisica,Virtual,,Si,4167286.0
406,Luisa,Lopez,38.0,Bogota,luisa.lopez@mail.com,3001234567,3.67,Pendiente,2025-02-15,Matematicas,Virtual,,Si,
407,Luisa,Martinez,38.0,Bogota,,,3.67,Rechazado,2025-03-20,Doctorado,Virtual,,Si,
408,Carlos,Torres,22.0,Medellin,,3001234567,3.47,Aprobado,,Fisica,Virtual,63.0,Si,
409,Luisa,Lopez,38.0,Bogota,,,3.67,Pendiente,,Ingenieria,Virtual,,No,
410,Juan,Gomez,43.0,Barranquilla,,,3.67,Aprobado,2025-02-15,Ingenieria,Presencial,,Si,
411,Pedro,Castro,47.0,Bucaramanga,,,3.67,Pendiente,2025-03-20,Fisica,Virtual,,No,
412,Pedro,Hernandez,19.0,Bogota,,,3.67,Aprobado,2025-04-01,Doctorado,Hibrida,,No,
413,Luisa,Gomez,38.0,Medellin,luisa.gomez@mail.com,3001234567,3.67,Rechazado,2025-04-01,Ingenieria,Hibrida,,No,
414,Valentina,Castro,33.0,Bucaramanga,,,3.67,En Proceso,2025-02-15,Ingenieria,Presencial,,Si,
415,Luisa,Torres,38.0,Bogota,,6011234567,3.67,En Proceso,,Fisica,Virtual,,No,
416,Andres,Martinez,55.0,Bogota,andres.martinez@mail.com,,3.67,En Proceso,2025-03-20,Matematicas,Presencial,101.0,Si,
417,Andres,Hernandez,38.0,Barranquilla,,,3.67,Pendiente,2025-04-01,Ingenieria,Presencial,,No,
418,Pedro,Castro,52.0,Medellin,,6011234567,3.09,Rechazado,2025-03-20,Doctorado,Virtual,40.0,No,
419,Pedro,Lopez,38.0,Medellin,,6011234567,3.22,Aprobado,2025-01-15,Ingenieria,Hibrida,,No,
420,Ana,Lopez,38.0,Bogota,,3001234567,3.67,En Proceso,2025-03-20,Doctorado,Virtual,110.0,Si,
421,Maria,Castro,39.0,Barranquilla,,6011234567,3.67,Aprobado,2025-02-15,Fisica,Presencial,,Si,9329067.0
422,Valentina,Rodriguez,38.0,Barranquilla,,,3.67,Pendiente,2025-03-20,Ingenieria,Virtual,,No,
423,Valentina,Gomez,38.0,Cali,,,4.1,En Proceso,2025-03-20,Matematicas,Presencial,,Si,
424,Pedro,Gomez,38.0,Bogota,pedro.gomez@mail.com,6011234567,3.67,Rechazado,2025-02-15,Fisica,Virtual,,Si,
425,Camila,Castro,38.0,Medellin,,6011234567,2.9,Pendiente,2025-04-01,Matematicas,Hibrida,101.0,No,5597569.0
426,Camila,Castro,38.0,Bogota,,,3.67,Aprobado,2025-02-15,Ingenieria,Virtual,58.0,Si,
427,Camila,Lopez,38.0,Medellin,camila.lopez@mail.com,3001234567,3.67,Pendiente,2025-04-01,Ingenieria,Presencial,,No,
428,Carlos,Garcia,38.0,Cali,carlos.garcia@mail.com,,4.4,Rechazado,,Ingenieria,Virtual,,No,1347869.0
429,Valentina,Martinez,38.0,Medellin,valentina.martinez@mail.com,,2.79,En Proceso,2025-01-15,Fisica,Hibrida,,No,
430,Juan,Castro,38.0,Bogota,,,2.67,Rechazado,2025-02-15,Fisica,Virtual,,No,
431,Pedro,Martinez,38.0,Barranquilla,,,4.38,Pendiente,2025-04-01,Fisica,Virtual,,No,2438456.0
432,Carlos,Hernandez,38.0,Medellin,,,3.67,Rechazado,2025-03-20,Ingenieria,Virtual,,Si,
433,Valentina,Gomez,38.0,Barranquilla,,6011234567,3.67,Aprobado,2025-02-15,Fisica,Presencial,,Si,
434,Maria,Hernandez,38.0,Bogota,maria.hernandez@mail.com,6011234567,3.67,En Proceso,,Doctorado,Hibrida,,Si,
435,Pedro,Hernandez,38.0,Cali,,,3.67,En Proceso,2025-04-01,Ingenieria,Presencial,,No,4072601.0
436,Pedro,Lopez,38.0,Bogota,pedro.lopez@mail.com,,3.67,Rechazado,2025-02-15,Fisica,Presencial,,No,
437,Maria,Hernandez,38.0,Medellin,,,2.54,Pendiente,2025-01-15,Fisica,Virtual,53.0,No,
438,Luisa,Gomez,34.0,Barranquilla,,6011234567,3.12,Aprobado,2025-01-15,Ingenieria,Virtual,,No,
439,Valentina,Torres,38.0,Bogota,,,2.63,Aprobado,2025-02-15,Fisica,Virtual,,No,5280939.0
440,Andres,Rodriguez,38.0,Bogota,,6011234567,3.67,Aprobado,2025-01-15,Ingenieria,Virtual,,No,
441,Luisa,Martinez,38.0,Barranquilla,,3001234567,3.67,En Proceso,,Doctorado,Hibrida,,No,2559399.0
442,Luisa,Torres,38.0,Bogota,luisa.torres@mail.com,,3.67,En Proceso,2025-03-20,Matematicas,Virtual,,No,
443,Ana,Castro,38.0,Bogota,ana.castro@mail.com,,3.65,En Proceso,,Matematicas,Virtual,,No,
444,Maria,Gomez,38.0,Bogota,maria.gomez@mail.com,3001234567,3.67,En Proceso,2025-03-20,Fisica,Hibrida,,Si,
445,Luisa,Lopez,38.0,Bogota,,3001234567,3.67,En Proceso,2025-04-01,Fisica,Virtual,50.0,Si,1223214.0
446,Camila,Castro,38.0,Bucaramanga,,,3.67,Rechazado,2025-02-15,Ingenieria,Presencial,,No,2877580.0
447,Juan,Martinez,38.0,Medellin,,3001234567,3.67,Rechazado,2025-02-15,Doctorado,Virtual,,No,1366025.0
448,Carlos,Torres,38.0,Bogota,,6011234567,3.67,Rechazado,2025-04-01,Fisica,Virtual,42.0,Si,
449,Andres,Torres,38.0,Medellin,,,3.67,En Proceso,2025-04-01,Ingenieria,Virtual,,Si,
450,Camila,Rodriguez,38.0,Cali,camila.rodriguez@mail.com,6011234567,3.67,Rechazado,2025-02-15,Fisica,Presencial,,No,
